0.011;0;52.52174758911133;178.08580112952959;0.019729461520910263;0.0;-0.024112273007631302;0.0;0.0;0.0;0.0;0
0.022;1;52.52181625366211;178.0858931870569;0.019441640004515648;0.0;-0.024065515026450157;0.0;0.0;0.0;0.0;0
0.033;2;52.52187728881836;178.08598024697733;0.019167587161064148;0.0;-0.02402404323220253;0.0;0.0;0.0;0.0;0
0.043;3;52.52193069458008;178.08606899625283;0.019562752917408943;0.0;-0.023983677849173546;0.0;0.0;0.0;0.0;0
0.055;4;52.52198791503906;178.08617183039692;0.02011529915034771;0.0;-0.023942066356539726;0.0;0.0;0.0;0.0;0
0.066;5;52.52205276489258;178.08629227425232;0.02132553979754448;0.0;-0.023894766345620155;0.0;0.0;0.0;0.0;0
0.077;6;52.522125244140625;178.08643000590956;0.022117488086223602;0.0;-0.02384192682802677;0.0;0.0;0.0;0.0;0
0.088;7;52.522212982177734;178.08658783500886;0.023557055741548538;0.0;-0.023778241127729416;0.0;0.0;0.0;0.0;0
0.099;8;52.522315979003906;178.08672952211273;0.02249690517783165;0.0;-0.02371402084827423;0.0;0.0;0.0;0.0;0
0.11;9;52.52241516113281;178.08685062686106;0.021357199177145958;0.0;-0.023651644587516785;0.0;0.0;0.0;0.0;0
0.121;10;52.52250671386719;178.08697883612953;0.02302681654691696;0.0;-0.023585228249430656;0.0;0.0;0.0;0.0;0
0.132;11;52.52260208129883;178.08712230160378;0.022265782579779625;0.0;-0.02351641096174717;0.0;0.0;0.0;0.0;0
0.143;12;52.522705078125;178.08725113919704;0.02196388877928257;0.0;-0.023451631888747215;0.0;0.0;0.0;0.0;0
0.154;13;52.522796630859375;178.08736941416225;0.021877825260162354;0.0;-0.02338860183954239;0.0;0.0;0.0;0.0;0
0.165;14;52.52288818359375;178.08751287864266;0.022520150989294052;0.0;-0.023320093750953674;0.0;0.0;0.0;0.0;0
0.176;15;52.522987365722656;178.0876462847477;0.021944435313344002;0.0;-0.023255812004208565;0.0;0.0;0.0;0.0;0
0.186;16;52.52307891845703;178.08776360545744;0.02130230702459812;0.0;-0.02319491282105446;-0.10504232128385917;-0.0018333343603410596;0.0;0.0;0
