0.011;0;61.423702239990234;45.65219714360002;0.01734238862991333;0.0;1.5715105533599854;0.0;0.0;0.0;0.0;0
0.022;1;61.423614501953125;45.65220196683739;0.017295245081186295;0.0;1.5715137720108032;0.0;0.0;0.0;0.0;0
0.033;2;61.42350769042969;45.65220650966138;0.019696727395057678;0.0;1.5715149641036987;0.0;0.0;0.0;0.0;0
0.044;3;61.42335510253906;45.652209693294076;0.021592965349555016;0.0;1.5715200901031494;0.0;0.0;0.0;0.0;0
0.055;4;61.42321014404297;45.65221403496402;0.019743110984563828;0.0;1.5715245008468628;0.0;0.0;0.0;0.0;0
0.066;5;61.42308044433594;45.65221962779771;0.02004886604845524;0.0;1.571534514427185;0.0;0.0;0.0;0.0;0
0.077;6;61.42293167114258;45.652224117592084;0.021197684109210968;0.0;1.5715441703796387;0.0;0.0;0.0;0.0;0
0.088;7;61.422786712646484;45.652228067784684;0.02008073404431343;0.0;1.5715550184249878;0.0;0.0;0.0;0.0;0
0.099;8;61.42264938354492;45.65223148048941;0.020031524822115898;0.0;1.5715633630752563;0.0;0.0;0.0;0.0;0
0.11;9;61.42252731323242;45.65223419314675;0.018982546404004097;0.0;1.5715715885162354;0.0;0.0;0.0;0.0;0
0.121;10;61.42240905761719;45.65223600416126;0.019138190895318985;0.0;1.571577548980713;0.0;0.0;0.0;0.0;0
0.132;11;61.42229461669922;45.65223685414514;0.018702108412981033;0.0;1.5715841054916382;0.0;0.0;0.0;0.0;0
0.142;12;61.422176361083984;45.652236884400864;0.01936965249478817;0.0;1.5715889930725098;0.0;0.0;0.0;0.0;0
0.154;13;61.422054290771484;45.652236428533655;0.019266625866293907;0.0;1.5715950727462769;0.0;0.0;0.0;0.0;0
0.164;14;61.42192077636719;45.6522356399154;0.020222850143909454;0.0;1.5715997219085693;0.0;0.0;0.0;0.0;0
0.176;15;61.421783447265625;45.65223464484397;0.020098615437746048;0.0;1.571605920791626;0.0;0.0;0.0;0.0;0
0.186;16;61.42163848876953;45.652233570865945;0.021099304780364037;0.0;1.571610927581787;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.198;17;61.42148971557617;45.65223265412177;0.02070503495633602;0.0;1.571617603302002;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.208;18;61.42133712768555;45.652231895818474;0.021510280668735504;0.0;1.5716228485107422;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.22;19;61.42118453979492;45.65223125893664;0.020874910056591034;19.978489719331264;1.5716296434402466;0.0;0.0;0.0;0.0;0
0.231;20;61.42102813720703;45.65223064471207;0.021555529907345772;19.978489719331264;1.571635127067566;0.0;0.0;0.0;0.0;0
0.242;21;61.420875549316406;45.65223015249769;0.020828774198889732;19.978489719331264;1.5716420412063599;0.0;0.0;0.0;0.0;0
0.253;22;61.42072296142578;45.65222971701557;0.021433483809232712;19.97917122580111;1.5716474056243896;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.264;23;61.420570373535156;45.65222926233309;0.020723547786474228;19.97917122580111;1.571654200553894;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.275;24;61.4204216003418;45.65222868692256;0.021377967670559883;19.97917122580111;1.5716595649719238;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.286;25;61.42026901245117;45.65222812500794;0.02071933075785637;19.97862203232944;1.5716662406921387;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.297;26;61.42011642456055;45.652227565070454;0.02138434536755085;19.97862203232944;1.571671485900879;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.308;27;61.41996765136719;45.65222697307916;0.020745081827044487;19.97862203232944;1.5716781616210938;0.0071619724577862602;0.00012500000032552084;0.0;0.0;0
0.319;28;61.41981506347656;45.65222626529661;0.02145782858133316;19.979254918172956;1.571683406829834;0.0;0.0;0.0;0.0;0
0.329;29;61.41966247558594;45.65222559532538;0.020821383222937584;19.979254918172956;1.5716902017593384;0.0;0.0;0.0;0.0;0
0.341;30;61.41950988769531;45.6522249676407;0.021506672725081444;19.979254918172956;1.571695327758789;0.0;0.0;0.0;0.0;0
