0.011;0;61.437744140625;45.64900354235733;0.017387760803103447;0.0;1.569292664527893;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.021;1;61.43765640258789;45.64899874186226;0.01732964813709259;0.0;1.5692893266677856;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.033;2;61.43755340576172;45.6489949040259;0.019388776272535324;0.0;1.5692896842956543;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.044;3;61.437416076660156;45.64899142638511;0.020769815891981125;0.0;1.5692849159240723;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.055;4;61.43726348876953;45.64898510624709;0.020267238840460777;0.0;1.5692791938781738;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.066;5;61.4371452331543;45.64897537609402;0.018235214054584503;0.0;1.569273829460144;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.077;6;61.43704605102539;45.64896407189003;0.017572443932294846;0.0;1.5692681074142456;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.088;7;61.43696212768555;45.64895410735731;0.0172914769500494;0.0;1.5692616701126099;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.099;8;61.4368782043457;45.64894558839183;0.017183059826493263;0.0;1.5692555904388428;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.11;9;61.43679428100586;45.648937690028035;0.017117267474532127;0.0;1.5692501068115234;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.121;10;61.43671417236328;45.64893048788365;0.017105823382735252;0.0;1.5692452192306519;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.132;11;61.4366340637207;45.64892388611493;0.017106251791119576;0.0;1.5692403316497803;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.143;12;61.436553955078125;45.6489175316532;0.017142675817012787;0.0;1.569235920906067;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.154;13;61.43647003173828;45.64891126943408;0.0171688012778759;0.0;1.5692315101623535;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.165;14;61.4363899230957;45.6489050613377;0.017210885882377625;0.0;1.5692272186279297;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.176;15;61.43630599975586;45.648898850638304;0.017229679971933365;0.0;1.5692228078842163;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.187;16;61.436222076416016;45.648892547998926;0.0172592680901289;0.0;1.5692185163497925;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.198;17;61.43613815307617;45.6488861551041;0.017263177782297134;0.0;1.5692139863967896;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
0.209;18;61.43605041503906;45.6488797371746;0.017279556021094322;0.0;1.5692095756530762;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.219;19;61.43596649169922;45.648873316769524;0.017273440957069397;14.982720443978906;1.5692049264907837;-0.066845091262534642;-0.0011666669313273228;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.231;20;61.435882568359375;45.64886684430785;0.01728428527712822;14.982720443978906;1.5692005157470703;-0.066845091262534642;-0.0011666669313273228;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.242;21;61.43579864501953;45.64886031182503;0.01727466657757759;14.982720443978906;1.5691958665847778;-0.066845091262534642;-0.0011666669313273228;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.253;22;61.43571090698242;45.64885374418575;0.01728292554616928;14.982725333422422;1.569191575050354;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.263;23;61.43562698364258;45.648847240365896;0.017272381111979485;14.982725333422422;1.5691869258880615;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.275;24;61.435543060302734;45.648840766017784;0.017281508073210716;14.982725333422422;1.5691825151443481;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.286;25;61.43545913696289;45.648834260358555;0.017271634191274643;14.98271849192679;1.5691778659820557;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.297;26;61.43537139892578;45.64882777971131;0.017281265929341316;14.98271849192679;1.5691734552383423;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.308;27;61.43528747558594;45.648821350706996;0.017271945253014565;14.98271849192679;1.5691688060760498;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
0.319;28;61.435203552246094;45.648814903863055;0.01728278025984764;14.982728054746985;1.5691643953323364;-0.0095492966297234267;-0.00016666666743827161;0.0;0.0;0;15.0;15.0;15.0;15.0;2.0;2.0
